kconfig 6.21.0-1
kcoreaddons 6.21.0-1
kcrash 6.21.0-1
kdbusaddons 6.21.0-1
keyutils 1.6.3-3
kguiaddons 6.21.0-1
ki18n 6.21.0-1
kirigami 6.21.0-2
kitty 0.44.0-1
kitty-shell-integration 0.44.0-1
kitty-terminfo 0.44.0-1
kmod 34.2-1
knotifications 6.21.0-1
krb5 1.21.3-2
kubectl 1.34.3-1
kwallet 6.21.0-1
kwidgetsaddons 6.21.0-1
kwindowsystem 6.21.0-1
l-smash 2.14.5-4
lame 3.100-6
lapack 3.12.1-2
lcms2 2.17-1
leancrypto 1.6.0-1
less 1:685-1
libadwaita 1:1.8.2-1
libaio 0.3.113-3
libappindicator 12.10.1-1
libarchive 3.8.4-1
libass 0.17.4-1
libassuan 3.0.0-1
libasyncns 1:0.8+r3+g68cd5af-3
libatasmart 0.19-7
libavc1394 0.5.4-7
libavif 1.3.0-3
libb2 0.98.1-3
libblockdev 3.4.0-1
libblockdev-crypto 3.4.0-1
libblockdev-fs 3.4.0-1
libblockdev-loop 3.4.0-1
libblockdev-mdraid 3.4.0-1
libblockdev-nvme 3.4.0-1
libblockdev-part 3.4.0-1
libblockdev-smart 3.4.0-1
libblockdev-swap 3.4.0-1
libbluray 1.4.0-2
libbpf 1.6.2-1
libbs2b 3.1.0-9
libbsd 0.12.2-2
libbytesize 2.11-1
libcaca 0.99.beta20-5
libcanberra 1:0.30+r2+gc0620e4-6
libcap 2.77-1
libcap-ng 0.8.5-3
libcbor 0.12.0-1
libcdio 2.2.0-1
libcdio-paranoia 10.2+2.0.2-1
libcloudproviders 0.3.6-2
libcolord 1.4.8-1
libcue 2.3.0-1
libcups 2:2.4.16-1
libdaemon 0.14-6
libdatachannel 0.24.0-1
libdatrie 0.2.14-1
libdbusmenu-glib 18.10.20180917-1
libdbusmenu-gtk3 18.10.20180917-1
libde265 1.0.16-2
libdecor 0.2.5-1
libdeflate 1.25-1
libdispatch 6.1-1
libdisplay-info 0.3.0-1
libdovi 3.3.2-1
libdrm 2.4.131-1
libdv 1.0.0-11
libdvdnav 7.0.0-1
libdvdread 7.0.1-1
libebur128 1.2.6-2
libedit 20250104_3.1-1
libei 1.5.0-1
libelf 0.194-1
libepoxy 1.5.10-3
libevdev 1.13.6-1
libevent 2.1.12-4
libexif 0.6.25-1
libfaketime 0.9.12-1
libfdk-aac 2.0.3-1
libffi 3.5.2-1
libfontenc 1.1.8-1
libfreeaptx 0.2.2-1
libfyaml 0.9-1
libgcrypt 1.11.2-1
libgedit-amtk 5.9.2-1
libgedit-gfls 1:0.3.1-1
libgedit-gtksourceview 299.5.0-2
libgedit-tepl 6.13.0-2
libgee 0.20.8-1
libgexiv2 0.14.6-1
libgirepository 1.86.0-1
libgit2 1:1.9.2-1
libglvnd 1.7.0-3
libgpg-error 1.58-1
libgsf 1.14.54-1
libgudev 238-3
libgxps 0.3.2-5
libhandy 1.8.3-2
libheif 1.20.2-3
libice 1.1.2-1
libidn2 2.3.8-1
libiec61883 1.2.0-9
libimagequant 4.4.1-1
libimobiledevice 1.4.0-1
libimobiledevice-glue 1.3.2-1
libinih 61-1
libinput 1.30.1-1
libiptcdata 1.0.5-4
libisl 0.27-1
libjpeg-turbo 3.1.2-1
libjuice 1.7.0-1
libjxl 0.11.1-5
libksba 1.6.7-2
liblc3 1.1.3-1
libldac 2.0.2.3-2
libldap 2.6.10-2
libliftoff 0.5.0-1
libluv 1.51.0-1
liblzf 3.6-5
libmakepkg-dropins 18-1
libmanette 0.2.13-1
libmaxminddb 1.12.2-2
libmd 1.1.0-2
libmfx 23.2.2-5
libmm-glib 1.24.2-1
libmng 2.0.3-4
libmnl 1.0.5-2
libmodplug 0.8.9.0-6
libmpc 1.3.1-2
libmpdclient 2.23-1
libmpeg2 0.5.1-11
libmtp 1.1.22-1
libmysofa 1.3.3-1
libnautilus-extension 49.2-1
libndp 1.9-1
libnetfilter_conntrack 1.0.9-2
libnewt 0.52.25-1
libnfnetlink 1.0.2-2
libnftnl 1.3.1-1
libnghttp2 1.68.0-1
libnghttp3 1.13.1-1
libngtcp2 1.18.0-1
libnice 0.1.23-1
libnl 3.12.0-1
libnm 1.54.3-1
libnma 1.10.6-3
libnma-common 1.10.6-3
libnma-gtk4 1.10.6-3
libnotify 0.8.7-2
libnsl 2.0.1-1
libnvme 1.16.1-1
libogg 1.3.6-1
libopenmpt 0.8.4-1
libosinfo 1.12.0-2
libp11-kit 0.25.10-2
libpcap 1.10.5-3
libpciaccess 0.18.1-2
libpeas 1.36.0-7
libpgm 5.3.128-3
libpipeline 1.5.8-1
libpipewire 1:1.4.9-2
libplacebo 7.351.0-4
libplist 2.7.0-1
libpng 1.6.53-1
libportal 0.9.1-2
libportal-gtk4 0.9.1-2
libproxy 0.5.12-1
libpsl 0.21.5-2
libpulse 17.0+r98+gb096704c0-1
libraqm 0.10.3-1
libraw 0.21.4-1
libraw1394 2.1.2-4
librsvg 2:2.61.3-1
librsync 1:2.3.4-2
libsamplerate 0.2.2-3
libsasl 2.1.28-5
libseccomp 2.5.6-1
libsecret 0.21.7-1
libshout 1:2.4.6-5
libsigc++ 2.12.1-2
libsigc++-3.0 3.8.0-1
libsixel 1.10.5-1
libslirp 4.9.1-1
libsm 1.2.6-1
libsndfile 1.2.2-4
libsodium 1.0.20-1
libsoup 2.74.3-4
libsoup3 3.6.5-1
libsoxr 0.1.3-4
libsrtp 1:2.7.0-1
libssh 0.11.3-1
libssh2 1.11.1-1
libstemmer 3.0.1-1
libsysprof-capture 49.0-1
libtasn1 4.20.0-1
libtatsu 1.0.5-1
libteam 1.32-3
libthai 0.1.29-3
libtheora 1.2.0-1
libtiff 4.7.1-1
libtirpc 1.3.7-1
libtool 2.6.0-1
libtpms 0.10.1-1
libtraceevent 1:1.8.6-1
libtracefs 1.8.2-2
libunibreak 6.1-1
libunistring 1.3-1
libunwind 1.8.2-1
liburcu 0.15.5-1
liburing 2.13-1
libusb 1.0.29-1
libusbmuxd 2.1.1-1
libutempter 1.2.3-1
libutf8proc 2.10.0-2
libuv 1.51.0-1
libva 2.22.0-1
libva-intel-driver 2.4.1-5
libvdpau 1.5-3
libverto 0.3.2-5
libvorbis 1.3.7-4
libvpl 2.16.0-1
libvpx 1.15.2-2
libvterm 0.3.3-2
libwacom 2.17.0-1
libwebp 1.6.0-2
libwireplumber 0.5.12-1
libx11 1.8.12-1
libxau 1.0.12-1
libxaw 1.0.16-1
libxcb 1.17.0-1
libxcomposite 0.4.6-2
libxcrypt 4.5.2-1
libxcursor 1.2.3-1
libxcvt 0.1.3-1
libxdamage 1.1.6-2
libxdmcp 1.1.5-1
libxdp 1.5.8-1
libxext 1.3.6-1
libxfixes 6.0.2-1
libxfont2 2.0.7-1
libxft 2.3.9-1
libxi 1.8.2-1
libxinerama 1.1.5-2
libxkbcommon 1.13.1-1
libxkbcommon-x11 1.13.1-1
libxkbfile 1.1.3-1
libxml2 2.15.1-4
libxmlb 0.3.24-1
libxmu 1.2.1-1
libxpm 3.5.17-2
libxrandr 1.5.4-1
libxrender 0.9.12-1
libxshmfence 1.3.3-1
libxslt 1.1.45-1
libxss 1.2.5-1
libxt 1.3.1-1
libxtst 1.2.5-1
libxv 1.0.13-1
libxxf86vm 1.1.6-1
libyaml 0.2.5-3
libyuv r2426+464c51a03-1
libzip 1.11.4-1
licenses 20240728-1
lilv 0.26.2-1
linux 6.18.2.arch2-1
linux-api-headers 6.17-1
linux-firmware 20251125-2
linux-firmware-amdgpu 20251125-2
linux-firmware-atheros 20251125-2
linux-firmware-broadcom 20251125-2
linux-firmware-cirrus 20251125-2
linux-firmware-intel 20251125-2
linux-firmware-mediatek 20251125-2
linux-firmware-nvidia 20251125-2
linux-firmware-other 20251125-2
linux-firmware-radeon 20251125-2
linux-firmware-realtek 20251125-2
linux-firmware-whence 20251125-2
lld 21.1.6-1
llhttp 9.2.1-2
llvm 21.1.6-1
llvm-libs 21.1.6-1
lm_sensors 1:3.6.2-1
lmdb 0.9.33-1
localsearch 3.10.2-1
lsof 4.99.5-2
lua 5.4.8-2
lua51-lpeg 1.1.0-4
luajit 2.1.1765228720+7152e15-1
luit 20250912-1
lv2 1.18.10-2
lz4 1:1.10.0-2
lzo 2.10-5
m4 1.4.20-1
macchina 6.4.0-3
mailcap 2.1.54-2
make 4.4.1-2
man-db 2.13.1-1
mbedtls 3.6.5-1
md4c 0.5.2-1
mdadm 4.4-2
mercurial 7.1.2-1
mesa 1:25.3.2-1
mesa-utils 9.0.0-7
minizip 1:1.3.1-2
mkinitcpio 40-3
mkinitcpio-busybox 1.36.1-1
mobile-broadband-provider-info 20251101-1
mpdecimal 4.0.1-1
mpfr 4.2.2-1
mpg123 1.33.3-1
msgpack-c 6.1.0-2
mtdev 1.1.7-1
namcap 3.6.0-2
nano 8.7-1
nautilus 49.2-1
ncdu 2.9.2-1
ncurses 6.5-4
ndctl 79-1
nekoray-bin-debug 4.0.1-3
neofetch 7.1.0-2
neovim 0.11.5-1
nettle 3.10.2-1
network-manager-applet 1.36.0-1
networkmanager 1.54.3-1
networkmanager-openvpn 1.12.4-1
networkmanager-vpn-plugin-openvpn 1.12.4-1
nftables 1:1.1.6-1
nm-connection-editor 1.36.0-1
node-gyp 12.1.0-1
nodejs 25.2.1-1
nodejs-nopt 7.2.1-1
noto-fonts-emoji 1:2.051-1
npm 11.6.4-1
npth 1.8-1
nspr 4.38.2-1
nss 3.119.1-1
numactl 2.0.19-1
nwg-look 1.0.6-1
obs-studio 32.0.2-2
obsidian 1.10.6-1
ocl-icd 2.3.4-1
ollama 0.13.5-1
oniguruma 6.9.10-1
onlyoffice-bin 9.0.4-1
openal 1.24.3-2
opencore-amr 0.1.6-2
openexr 3.4.4-1
openh264 2.6.0-1
openjpeg2 2.5.4-1
openslide 4.0.0-5
openssh 10.2p1-2
openssl 3.6.0-1
openvpn 2.6.17-1
opus 1.6-1
orc 0.4.41-1
osinfo-db 20251212-1
p11-kit 0.25.10-2
packettracer 9.0.0-1
pacman 7.1.0.r7.gb9f7d4a-1
pacman-contrib 1.13.1-1
pacman-mirrorlist 20251021-1
pam 1.7.1-1
pambase 20250719-1
pango 1:1.57.0-2
pangomm 2.46.4-1
pangomm-2.48 2.56.1-1
parallel 20251222-1
parted 3.6-2
patch 2.8-1
pavucontrol 1:6.2-1
pciutils 3.14.0-1
pcre 8.45-4
pcre2 10.47-1
pcsclite 2.4.0-3
perl 5.42.0-1
perl-error 0.17030-3
perl-mailtools 2.22-3
perl-timedate 2.33-9
pgcli 4.3.0-1
php 8.5.1-1
php-apache 8.5.1-1
pinentry 1.3.2-2
pipewire 1:1.4.9-2
pipewire-alsa 1:1.4.9-2
pipewire-audio 1:1.4.9-2
pipewire-jack 1:1.4.9-2
pipewire-pulse 1:1.4.9-2
pipewire-session-manager 1:1.4.9-2
pixman 0.46.4-1
pkcs11-helper 1.31.0-1
pkgconf 2.5.1-1
pkgfile 25-1
playerctl 2.4.1-5
polkit 127-1
polkit-kde-agent 6.5.4-1
polkit-qt6 0.200.0-1
poppler 25.12.0-1
poppler-glib 25.12.0-1
popt 1.19-2
portaudio 1:19.7.0-3
postgresql 18.1-1
postgresql-libs 18.1-1
postgresql-old-upgrade 17.7-1
powertop 2.15-2
pps-tools 1.0.3-2
procps-ng 4.0.5-3
protobuf 33.1-1
protonvpn-cli 0.1.2-2
psmisc 23.7-1
pugixml 1.15-2
pyalpm 0.10.12-2
pyenv 1:2.6.17-1
python 3.13.11-1
python-aiofiles 25.1.0-1
python-aiohappyeyeballs 2.6.1-3
python-aiohttp 3.13.2-1
python-aiohttp-cors 0.7.0-8
python-aiosignal 1.4.0-2
python-async-timeout 5.0.1-1
python-async_generator 1.10-9
python-attrs 25.4.0-1
python-autocommand 2.2.2-7
python-bcrypt 5.0.0-1
python-binaryornot 0.4.4-11
python-boolean.py 5.0-1
python-build 1.3.0-1
python-cairo 1.29.0-1
python-certifi 2025.11.12-1
python-cffi 2.0.0-1
python-chardet 5.2.0-6
python-charset-normalizer 3.4.4-1
python-cli_helpers 2.7.0-1
python-click 8.2.1-1
python-colorama 0.4.6-5
python-configobj 5.0.9-5
python-contourpy 1.3.3-1
python-coverage 7.13.0-1
python-cryptography 46.0.3-1
python-cycler 0.12.1-3
python-dateutil 2.9.0-6
python-dbus 1.4.0-1
python-dbus-fast 3.1.2-1
python-debian 1.0.1-1
python-defusedxml 0.7.1-7
python-distro 1.9.0-3
python-docstring-to-markdown 0.17-1
python-dulwich 0.24.10-1
python-faker 39.0.0-1
python-fastbencode 0.3.7-1
python-fido2 2.0.0-1
python-filelock 3.20.0-2
python-fonttools 4.61.1-1
python-frozenlist 1.8.0-1
python-gnupg 0.5.5-1
python-gobject 3.54.5-1
python-greenlet 3.3.0-1
python-idna 3.11-1
python-importlib-metadata 8.7.0-1
python-importlib_resources 6.5.2-1
python-iniconfig 2.1.0-1
python-installer 0.7.0-10
python-jaraco.classes 3.4.0-2
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jedi 0.19.2-1
python-jeepney 0.9.0-2
python-jinja 1:3.1.6-1
python-jsonschema 4.25.1-1
python-jsonschema-specifications 2025.9.1-1
python-keyring 25.7.0-1
python-kiwisolver 1.4.7-1
python-libarchive-c 5.1-4
python-license-expression 30.4.4-1
python-lsp-jsonrpc 1.1.2-5
python-lsp-server 1.12.2-1
python-magic 1:0.4.27-5
python-markdown-it-py 4.0.0-1
python-markupsafe 3.0.2-1
python-matplotlib 3.10.8-1
python-mdurl 0.1.2-8
python-merge3 0.0.16-1
python-more-itertools 10.8.0-1
python-multidict 6.7.0-2
python-numpy 2.4.0-1
python-packaging 25.0-1
python-parso 1:0.8.5-1
python-patiencediff 0.2.18-1
python-pgspecial 2.2.1-1
python-pillow 12.0.0-2
python-pip 25.3-1
python-platformdirs 4.5.1-1
python-pluggy 1.6.0-1
python-prompt_toolkit 3.0.52-1
python-propcache 0.4.1-1
python-proton-core 0.7.0-2
python-proton-keyring-linux 0.2.1-2
python-proton-vpn-api-core 4.13.2-1
python-proton-vpn-local-agent 1.6.0-1
python-proton-vpn-network-manager 0.13.4-2
python-psutil 7.1.3-1
python-psycopg 3.3.2-1
python-psycopg2 2.9.11-1
python-py-cpuinfo 9.0.0-5
python-pycparser 2.23-1
python-pyelftools 0.32-1
python-pygments 2.19.2-1
python-pynacl 1.6.1-1
python-pyopenssl 25.3.0-1
python-pyparsing 3.2.5-1
python-pyproject-hooks 1.2.0-3
python-pyqt6 6.10.1-1
python-pyqt6-sip 13.10.3-1
python-pyqt6-webengine 6.10.0-1
python-pytest 1:8.4.2-1
python-pytest-asyncio 1.2.0-1
python-pytest-cov 6.1.1-1
python-pywayland 0.4.18-2
python-pyxdg 0.28-4
python-referencing 0.37.0-1
python-requests 2.32.5-1
python-rich 14.2.0-1
python-rpds-py 0.30.0-1
python-rstr 3.2.2-3
python-secretstorage 3.3.3-6
python-sentry_sdk 2.47.0-1
python-setproctitle 1.3.7-1
python-setuptools 1:80.9.0-2
python-shtab 1.8.0-1
python-six 1.17.0-1
python-sqlalchemy 2.0.44-1
python-sqlparse 0.5.3-1
python-tabulate 0.9.0-5
python-termcolor 3.2.0-1
python-textual 6.9.0-1
python-tlsh 4.12.0-1
python-tomlkit 0.13.3-1
python-typing_extensions 4.15.0-1
python-tzdata 2025.2.post0-1
python-tzlocal 1:5.3.1-1
python-ujson 5.11.0-1
python-urllib3 2.6.2-1
python-wcwidth 0.2.14-1
python-websockets 15.0.1-1
python-wheel 0.45.1-1
python-yaml 6.0.3-1
python-yarl 1.22.0-1
python-zipp 3.21.0-2
qca-qt6 2.3.10-4
qemu-base 10.1.2-3
qemu-common 10.1.2-3
qemu-img 10.1.2-3
qemu-system-x86 10.1.2-3
qemu-system-x86-firmware 10.1.2-3
qhull 2020.2-5
qrcodegencpp-cmake 1.8.0-4
qt5-base 5.15.18+kde+r109-2
qt5-declarative 5.15.18+kde+r23-1
qt5-translations 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1
qt6-5compat 6.10.1-1
qt6-base 6.10.1-1
qt6-declarative 6.10.1-2
qt6-imageformats 6.10.1-1
qt6-multimedia 6.10.1-1
qt6-multimedia-ffmpeg 6.10.1-1
qt6-positioning 6.10.1-1
qt6-scxml 6.10.1-1
qt6-shadertools 6.10.1-1
qt6-svg 6.10.1-1
qt6-tools 6.10.1-1
qt6-translations 6.10.1-1
qt6-virtualkeyboard 6.10.1-1
qt6-wayland 6.10.1-1
qt6-webchannel 6.10.1-1
qt6-webengine 6.10.1-1
qutebrowser 3.6.3-1
ranger 1.9.4-4
rav1e 0.8.1-2
rdma-core 60.0-2
re2 1:20240702-7
readline 8.3.003-1
reprotest 0.7.32-1
reuse 6.2.0-1
rhash 1.4.6-1
rnnoise 1:0.2-1
rsync 3.4.1-2
rtkit 0.14-1
rubberband 4.0.0-1
ruby 3.4.7-2
ruby-bundler 4.0.3-1
ruby-erb 4.0.4-9
rubygems 3.6.9-1
runc 1.4.0-1
rust 1:1.92.0-1
sbc 2.1-1
sdbus-cpp 2.2.1-1
sddm 0.21.0-6
sdl12-compat 1.2.68-2
sdl2-compat 2.32.60-1
sdl2_image 2.8.8-1
sdl3 3.2.28-1
seabios 1.17.0-2
seatd 0.9.1-1
sed 4.9-3
semver 7.7.3-1
serd 0.32.6-1
serf 1.3.10-2
shaderc 2025.5-1
shadow 4.18.0-1
shared-mime-info 2.4-2
simde 0.8.2-1
simdjson 1:4.2.2-1
simple-mtpfs 0.4.0-1
simple-mtpfs-debug 0.4.0-1
slang 2.3.3-4
slurp 1.5.0-1
smartmontools 7.5-1
smassh 3.1.6-1
snappy 1.2.2-2
sndio 1.10.0-1
solanum 6.0.0-2
sord 0.16.20-1
sound-theme-freedesktop 0.8-6
spdlog 1.16.0-1
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.335.0-1
sqlite 3.51.1-1
sratom 0.6.20-1
srt 1.5.4-1
starship 1.24.1-1
strace 6.18-1
stress 1.0.7-3
subversion 1.14.5-4
sudo 1.9.17.p2-1
svt-av1 3.1.2-1
sway 1:1.11-1
swaybg 1.2.1-1
swayidle 1.9.0-1
swayimg 4.6-1
swaylock 1.8.4-1
swaync 0.12.3-1
syft 1.38.0-1
systemd 259-1
systemd-libs 259-1
systemd-sysvcompat 259-1
taglib 2.1.1-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.14-1
telegram-desktop 6.3.9-1
terraform 1.14.3-1
texinfo 7.2-1
timg 1.6.3-2
tinysparql 3.10.1-2
tk 8.6.16-1
tldr 3.4.3-2
tlp 1.9.0-3
tlpui 2:1.9.0-1
tmux 3.6_a-1
tomlplusplus 3.4.0-1
totem-pl-parser 3.26.6+r30+g51b8439-2
tpm2-tss 4.1.3-1
tree 2.2.1-1
tree-sitter 0.25.10-1
tree-sitter-c 0.24.1-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.1-1
tree-sitter-query 0.7.0-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.24-1
ttf-carlito 20230509-2
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
twolame 0.4.0-4
tzdata 2025c-1
uchardet 0.0.8-3
udisks2 2.11.0-1
unibilium 2.1.2-1
upower 1.91.0-1
usbutils 019-1
uthash 2.3.0-2
util-linux 2.41.3-1
util-linux-libs 2.41.3-1
uwsm 0.25.3-1
v4l-utils 1.32.0-1
vapoursynth 73-1
vde2 2.3.3-8
vid.stab 1.1.1-2
vim 9.1.1975-1
vim-runtime 9.1.1975-1
virtiofsd 1.13.3-1
virtualbox 7.2.4-1
virtualbox-host-modules-arch 7.2.4-11
visual-studio-code-bin 1.105.1-1
vmaf 3.0.0-1
volume_key 0.3.12-11
vulkan-icd-loader 1.4.335.0-1
vulkan-intel 1:25.3.2-1
vulkan-mesa-implicit-layers 1:25.3.2-1
vulkan-nouveau 1:25.3.2-1
vulkan-radeon 1:25.3.2-1
wavpack 5.8.1-1
waybar 0.14.0-5
wayland 1.24.0-1
wayland-protocols 1.47-1
webkit2gtk 2.50.4-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-3
which 2.23-1
wireguard-gui-bin 0.1.8-1
wireless_tools 30.pre9-4
wireplumber 0.5.12-1
wl-clipboard 1:2.2.1-3
wlroots0.19 0.19.2-1
wlsunset 0.4.0-1
